0.000	0.000	0.000	0.000	-4.640	3.810	-999.250	-999.250	-999.250	-999.250
63.500	1.490	178.370	63.490	-5.470	3.830	0.700	0.700	84.270	0.826
76.390	2.460	193.930	76.380	-5.900	3.770	2.560	2.260	36.210	1.266
80.370	3.310	199.720	80.350	-6.090	3.710	6.770	6.410	43.640	1.466
87.630	4.170	202.210	87.590	-6.530	3.540	3.620	3.550	10.290	1.940
97.240	5.630	206.630	97.170	-7.280	3.200	4.700	4.560	13.800	2.760
105.470	6.730	209.900	105.350	-8.060	2.780	4.210	4.010	11.920	3.645
111.110	5.420	230.000	110.960	-8.520	2.410	13.180	-6.970	106.910	4.233
121.920	7.190	255.000	121.710	-9.020	1.360	8.950	4.910	69.380	5.393
131.210	8.030	261.100	130.910	-9.270	0.160	3.760	2.710	19.700	6.622
145.110	9.110	233.700	144.660	-10.070	-1.690	9.020	2.330	-59.140	8.635
156.080	10.570	219.800	155.470	-11.360	-3.030	7.600	3.990	-38.010	10.496
165.140	12.560	208.800	164.350	-12.860	-4.040	9.810	6.590	-36.420	12.304
175.970	15.260	197.900	174.860	-15.250	-5.040	10.390	7.480	-30.190	14.896
186.000	17.420	195.100	184.490	-17.960	-5.840	6.880	6.460	-8.370	17.717
195.940	18.100	195.700	193.960	-20.880	-6.650	2.130	2.050	1.810	20.749
199.560	18.360	194.300	197.390	-21.970	-6.940	4.220	2.150	-11.600	21.882
205.750	19.020	193.800	203.260	-23.900	-7.420	3.290	3.200	-2.420	23.865
214.430	19.390	194.500	211.450	-26.670	-8.120	1.510	1.280	2.420	26.720
224.960	19.100	194.900	221.400	-30.020	-9.000	0.910	-0.830	1.140	30.191
234.310	18.850	196.800	230.240	-32.950	-9.830	2.140	-0.800	6.100	33.231
239.950	18.760	196.100	235.580	-34.690	-10.340	1.290	-0.480	-3.720	35.049
244.710	18.290	194.600	240.090	-36.150	-10.740	4.220	-2.960	-9.450	36.561
254.150	15.630	189.900	249.120	-38.840	-11.340	9.500	-8.450	-14.940	39.312
263.830	14.050	189.600	258.480	-41.280	-11.760	4.900	-4.900	-0.930	41.792
273.280	14.350	189.000	267.640	-43.570	-12.130	1.060	0.950	-1.900	44.110
284.520	15.130	189.500	278.510	-46.390	-12.590	2.110	2.080	1.330	46.970
293.180	16.850	188.500	286.830	-48.750	-12.960	6.030	5.960	-3.460	49.355
301.560	18.260	186.000	294.820	-51.250	-13.280	5.720	5.050	-8.950	51.882
307.280	18.420	184.900	300.250	-53.040	-13.450	2.000	0.840	-5.770	53.682
313.200	18.790	184.700	305.860	-54.930	-13.610	1.900	1.870	-1.010	55.570
322.560	19.270	184.600	314.710	-57.970	-13.860	1.540	1.540	-0.320	58.622
331.890	20.180	182.200	323.490	-61.110	-14.040	3.920	2.930	-7.720	61.771
336.500	21.420	182.000	327.800	-62.750	-14.100	8.080	8.070	-1.300	63.408
341.270	22.830	180.400	332.220	-64.540	-14.140	9.640	8.870	-10.060	65.204
349.370	24.540	179.100	339.640	-67.800	-14.120	6.620	6.330	-4.810	68.457
359.630	27.040	178.100	348.880	-72.260	-14.010	7.420	7.310	-2.920	72.921
372.830	30.100	177.100	360.470	-78.560	-13.740	7.040	6.950	-2.270	79.232
