0.000	0.000	0.000	0.000	-6.990	5.730	-999.250	-999.250	-999.250	-999.250
9.260	0.000	240.190	9.260	-6.990	5.730	0.000	0.000	778.150	0.000
19.720	0.000	216.470	19.720	-6.990	5.730	0.000	0.000	-68.030	0.000
29.200	1.000	194.730	29.200	-7.070	5.710	3.160	3.160	-68.800	0.083
38.500	1.000	182.610	38.500	-7.230	5.680	0.680	0.000	-39.100	0.244
47.590	2.000	174.680	47.580	-7.470	5.700	3.360	3.300	-26.170	0.482
57.120	3.000	170.170	57.110	-7.880	5.750	3.210	3.150	-14.200	0.897
66.200	3.000	166.590	66.170	-8.340	5.850	0.620	0.000	-11.830	1.372
75.690	3.000	163.690	75.650	-8.820	5.980	0.480	0.000	-9.170	1.868
84.930	2.000	149.520	84.880	-9.190	6.130	3.790	-3.250	-46.010	2.269
94.250	2.000	113.170	94.200	-9.400	6.360	4.020	0.000	-117.010	2.578
103.540	2.000	97.160	103.480	-9.480	6.670	1.800	0.000	-51.700	2.899
111.360	2.000	94.850	111.300	-9.510	6.940	0.310	0.000	-8.860	3.171
112.940	2.000	95.050	112.870	-9.520	6.990	0.130	0.000	3.800	3.227
115.940	2.000	100.310	115.870	-9.530	7.100	1.840	0.000	52.600	3.331
118.940	2.000	114.940	118.870	-9.560	7.200	5.090	0.000	146.300	3.435
122.190	3.000	130.700	122.120	-9.640	7.310	11.120	9.230	145.480	3.576
125.190	3.000	142.980	125.110	-9.750	7.420	6.410	0.000	122.800	3.732
128.190	4.000	151.080	128.110	-9.910	7.520	11.130	10.000	81.000	3.914
131.650	5.000	157.370	131.560	-10.150	7.630	9.660	8.670	54.540	4.185
134.650	5.000	159.180	134.550	-10.400	7.730	1.580	0.000	18.100	4.447
137.650	6.000	160.030	137.530	-10.670	7.830	10.030	10.000	8.500	4.734
140.930	6.000	161.890	140.790	-10.990	7.940	1.780	0.000	17.010	5.077
143.930	7.000	164.400	143.780	-11.320	8.040	10.390	10.000	25.100	5.417
146.930	7.000	166.100	146.750	-11.670	8.130	2.070	0.000	17.000	5.782
150.360	8.000	168.950	150.150	-12.110	8.230	9.330	8.750	24.930	6.230
153.360	8.000	170.940	153.120	-12.520	8.300	2.770	0.000	19.900	6.647
156.360	9.000	171.690	156.090	-12.960	8.370	10.060	10.000	7.500	7.091
159.710	9.000	171.830	159.400	-13.470	8.440	0.200	0.000	1.250	7.615
162.710	10.000	171.930	162.360	-13.960	8.510	10.000	10.000	1.000	8.110
165.710	10.570	171.650	165.310	-14.490	8.590	5.720	5.700	-2.800	8.646
169.030	11.420	171.160	168.570	-15.120	8.690	7.730	7.680	-4.430	9.279
172.030	12.190	170.560	171.510	-15.730	8.780	7.800	7.700	-6.000	9.892
175.030	12.940	169.880	174.430	-16.370	8.890	7.640	7.500	-6.800	10.545
178.270	14.000	169.310	177.590	-17.110	9.030	9.890	9.810	-5.280	11.300
181.270	15.000	168.850	180.490	-17.850	9.170	10.070	10.000	-4.600	12.051
184.270	15.000	167.890	183.390	-18.610	9.330	2.480	0.000	-9.600	12.827
187.870	16.000	167.010	186.860	-19.550	9.540	8.560	8.330	-7.330	13.789
190.870	17.020	166.130	189.730	-20.380	9.740	10.500	10.200	-8.800	14.642
193.870	18.000	165.540	192.590	-21.250	9.960	9.960	9.800	-5.900	15.544
197.170	18.000	164.790	195.730	-22.240	10.220	2.110	0.000	-6.820	16.564
200.170	19.070	164.310	198.580	-23.160	10.470	10.810	10.700	-4.800	17.518
203.170	20.000	163.340	201.400	-24.120	10.750	9.850	9.300	-9.700	18.521
206.440	20.000	162.210	204.480	-25.190	11.080	3.550	0.000	-10.370	19.639
209.440	21.000	161.610	207.290	-26.190	11.410	10.220	10.000	-6.000	20.690
212.440	22.000	160.890	210.080	-27.230	11.760	10.340	10.000	-7.200	21.789
216.320	22.000	159.280	213.680	-28.600	12.260	4.660	0.000	-12.450	23.243
219.320	23.120	158.800	216.450	-29.670	12.670	11.350	11.200	-4.800	24.394
222.320	24.000	158.150	219.200	-30.790	13.110	9.180	8.800	-6.500	25.593
223.320	24.000	157.980	220.110	-31.160	13.260	2.070	0.000	-5.100	25.999
224.100	24.210	157.240	220.820	-31.460	13.380	14.150	8.080	-28.460	26.318
225.100	24.440	157.120	221.730	-31.840	13.540	7.060	6.900	-3.600	26.730
225.980	24.650	157.210	222.530	-32.170	13.690	7.270	7.160	3.070	27.095
226.980	24.850	156.880	223.440	-32.560	13.850	7.290	6.000	-9.900	27.514
227.980	25.020	156.890	224.350	-32.950	14.010	5.100	5.100	0.300	27.936
228.980	25.280	156.950	225.250	-33.340	14.180	7.840	7.800	1.800	28.361
229.980	25.520	156.670	226.160	-33.730	14.350	8.050	7.200	-8.400	28.790
230.980	25.730	156.720	227.060	-34.130	14.520	6.330	6.300	1.500	29.222
231.980	25.960	156.670	227.960	-34.530	14.690	6.930	6.900	-1.500	29.658
232.980	26.160	156.480	228.860	-34.930	14.870	6.500	6.000	-5.700	30.097
