0.000	0.000	0.000	0.000	-6.990	5.730	-999.250	-999.250	-999.250	-999.250
43.210	1.690	169.610	43.200	-7.620	5.840	1.170	1.170	117.760	0.637
49.810	2.710	173.520	49.800	-7.870	5.880	4.680	4.640	17.770	0.890
63.270	4.110	158.890	63.230	-8.630	6.090	3.650	3.120	-32.610	1.685
72.460	5.820	147.240	72.390	-9.330	6.460	6.450	5.580	-38.030	2.476
82.480	7.720	142.070	82.340	-10.290	7.150	5.970	5.690	-15.480	3.656
91.960	9.710	137.720	91.710	-11.380	8.080	6.630	6.300	-13.770	5.091
100.920	11.290	141.270	100.520	-12.630	9.140	5.710	5.290	11.890	6.723
110.380	12.450	132.600	109.780	-14.040	10.470	6.740	3.680	-27.490	8.664
117.180	13.140	124.690	116.410	-14.980	11.640	8.300	3.040	-34.900	10.166
128.770	14.960	126.930	127.650	-16.630	13.920	4.920	4.710	5.800	12.979
139.180	16.250	123.370	137.680	-18.230	16.210	4.630	3.720	-10.260	15.778
158.390	18.690	125.830	156.000	-21.520	20.950	3.980	3.810	3.840	21.544
167.720	20.320	124.740	164.800	-23.310	23.500	5.370	5.240	-3.500	24.659
174.430	21.640	132.730	171.060	-24.820	25.360	14.070	5.900	35.720	27.056
187.200	23.070	133.370	182.870	-28.130	28.910	3.410	3.360	1.500	31.913
196.660	24.510	131.940	191.530	-30.720	31.720	4.920	4.570	-4.530	35.728
207.120	26.120	129.980	200.980	-33.650	35.100	5.210	4.620	-5.620	40.200
212.700	26.840	129.260	205.980	-35.230	37.010	4.240	3.870	-3.870	42.688
217.090	27.310	127.750	209.890	-36.480	38.580	5.690	3.210	-10.320	44.686
226.780	28.330	128.550	218.460	-39.270	42.130	3.360	3.160	2.480	49.208
236.030	28.930	128.130	226.580	-42.020	45.610	2.050	1.950	-1.360	53.640
247.000	29.230	124.700	236.160	-45.180	49.900	4.630	0.820	-9.380	58.970
252.900	29.590	122.660	241.300	-46.790	52.310	5.410	1.830	-10.370	61.867
271.760	28.300	121.010	257.810	-51.610	60.060	2.410	-2.050	-2.620	70.994
281.730	28.380	119.820	266.580	-54.000	64.140	1.720	0.240	-3.580	75.726
290.900	28.330	120.800	274.650	-56.200	67.900	1.530	-0.160	3.210	80.081
310.660	26.090	120.590	292.230	-60.810	75.670	3.400	-3.400	-0.320	89.116
320.230	26.270	121.930	300.810	-63.000	79.280	1.940	0.560	4.200	93.338
330.130	25.930	123.760	309.700	-65.370	82.940	2.650	-1.030	5.550	97.693
339.890	25.960	124.510	318.480	-67.760	86.470	1.010	0.090	2.310	101.963
349.760	26.390	127.220	327.340	-70.310	90.000	3.860	1.310	8.240	106.315
359.510	26.440	129.780	336.070	-73.010	93.390	3.510	0.150	7.880	110.652
369.190	27.610	132.860	344.690	-75.920	96.690	5.650	3.630	9.550	115.049
378.800	27.480	133.480	353.210	-78.960	99.940	0.980	-0.410	1.940	119.493
389.630	25.510	132.960	362.910	-82.270	103.460	5.490	-5.460	-1.440	124.324
401.000	23.500	131.500	373.250	-85.440	106.950	5.540	-5.300	-3.850	129.040
