# Temporary trajectory realization generation debug export
# Realization	21
# NormalizedGaussian	0.73350057313089556	-0.2638099304028626	-2.1635738261931472
Stage	StationIndex	CandidateIndex	Selected	SmoothnessScore	ReferenceMD	ReferenceIncl	ReferenceAz	ReferenceX	ReferenceY	ReferenceZ	MD	Abscissa	Incl	Az	X	Y	Z	TVD	North	East	DLS	BUR	TUR	VSect
raw-covariance-spherical-candidate	2	4	False		-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691					6535283.5165925138	328657.4373421183	-49.547549483229581	-49.547549483229581	6535283.5165925138	328657.4373421183				
incremental-md-incl-az-candidate	2	4	False	0.0010098911817314751	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-49.54447826823241	-49.54447826823241	0.021032904458414485	5.8545856357527573	6535283.5165925138	328657.4373421183	-49.547549483229581	-49.547549483229581	6535283.5165925138	328657.4373421183	0.00050492476348877992	0.00050492476348877992	0	0.43805215510638096
raw-covariance-spherical-candidate	2	5	False		-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691					6535283.4820612743	328657.36662458041	-48.897596207147082	-48.897596207147082	6535283.4820612743	328657.36662458041				
incremental-md-incl-az-candidate	2	5	False	0.00099032521833618422	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-48.89450243572486	-48.89450243572486	0.020947205694879477	5.6760796490861676	6535283.4820612743	328657.36662458041	-48.897596207147082	-48.897596207147082	6535283.4820612743	328657.36662458041	0.00049514145680603782	0.00049514145680603782	0	0.44307477816414187
raw-covariance-spherical-candidate	2	6	False		-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691					6535283.3314260114	328657.5429592274	-48.895903190782128	-48.895903190782128	6535283.3314260114	328657.5429592274				
incremental-md-incl-az-candidate	2	6	False	0.00050638168694998439	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-48.895094389421075	-48.895094389421075	0.010710319886430101	5.9390354559029328	6535283.3314260114	328657.5429592274	-48.895903190782128	-48.895903190782128	6535283.3314260114	328657.5429592274	0.00025316969112328753	0.00025316969112328753	0	0.22654737029513553
raw-covariance-spherical-candidate	2	7	False		-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691					6535283.5209727567	328657.43484367226	-48.897596207147409	-48.897596207147409	6535283.5209727567	328657.43484367226				
incremental-md-incl-az-candidate	2	7	False	0.00099032521705340001	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-48.894502435733131	-48.894502435733131	0.020947205667740974	5.8535653912738077	6535283.5209727567	328657.43484367226	-48.897596207147409	-48.897596207147409	6535283.5209727567	328657.43484367226	0.00049514145616464571	0.00049514145616464571	0	0.44307477759434771
incremental-md-incl-az-candidate-selected	2	6	True	0.00050638168694998439	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-48.895094389421075	-48.895094389421075	0.010710319886430101	5.9390354559029328	6535283.3314260114	328657.5429592274	-48.895903190782128	-48.895903190782128	6535283.3314260114	328657.5429592274	0.00025316969112328753	0.00025316969112328753	0	0.22654737029513553
incremental-md-incl-az-selected	2		True	0.00050638168694998439	-49.219999999999999	0.015707963267948967	-0.51836278784231582	6535283.4045535214	328657.45604112692	-49.221726337005691	-48.895094389421075	-48.895094389421075	0.010710319886430101	5.9390354559029328	6535283.3314260114	328657.5429592274	-48.895903190782128	-48.895903190782128	6535283.3314260114	328657.5429592274	0.00025316969112328753	0.00025316969112328753	0	0.22654737029513553
raw-covariance-spherical-candidate	3	0	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.9421375869	328656.95922739088	0.061193807391778487	0.061193807391778487	6535283.9421375869	328656.95922739088				
incremental-md-incl-az-candidate	3	0	False	0.0055551610352109837	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	0.069901206698773422	0.069901206698773422	0.025104054861081311	5.3460289808157873	6535283.9421375869	328656.95922739088	0.061193807391778487	0.061193807391778487	6535283.9421375869	328656.95922739088	0.00035313596924717506	0.00033129634499258487	-0.0048706797565856164	1.0713618383310104
raw-covariance-spherical-candidate	3	1	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.6427222351	328657.33192703832	0.065328147027797434	0.065328147027797434	6535283.6427222351	328657.33192703832				
incremental-md-incl-az-candidate	3	1	False	0.026340704240662313	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	0.067698487124559392	0.067698487124559392	0.0056569050666551044	5.1966255008701516	6535283.6427222351	328657.33192703832	0.065328147027797434	0.065328147027797434	6535283.6427222351	328657.33192703832	0.00015476282519027898	-4.5666254772612491E-05	-0.026140226198023697	0.60263236560128619
raw-covariance-spherical-candidate	3	2	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.8080578959	328656.85150884668	0.061470923958438228	0.061470923958438228	6535283.8080578959	328656.85150884668				
incremental-md-incl-az-candidate	3	2	False	0.0071301673772691202	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	0.070384361696042674	0.070384361696042674	0.026358505410178576	5.0764832764162877	6535283.8080578959	328656.85150884668	0.061470923958438228	0.061470923958438228	6535283.8080578959	328656.85150884668	0.00042945326444863492	0.00039600535427855577	-0.0063046597939653282	1.0663578145532329
raw-covariance-spherical-candidate	3	3	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.9516394092	328656.95106379996	1.485256589041632	1.485256589041632	6535283.9516394092	328656.95106379996				
incremental-md-incl-az-candidate	3	3	False	0.0054885603955327827	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4939565190701956	1.4939565190701956	0.024628022972206037	5.343711400917905	6535283.9516394092	328656.95106379996	1.485256589041632	1.485256589041632	6535283.9516394092	328656.95106379996	0.00033471177871779989	0.00031276223095635936	-0.00484103599740493	1.0838716122284673
raw-covariance-spherical-candidate	3	4	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.508642544	328657.22420849412	0.065605263594457175	0.065605263594457175	6535283.508642544	328657.22420849412				
incremental-md-incl-az-candidate	3	4	False	0.022715243246650467	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	0.068181643960741667	0.068181643960741667	0.009826768895847663	4.4188263262432725	6535283.508642544	328657.22420849412	0.065605263594457175	0.065605263594457175	6535283.508642544	328657.22420849412	0.0002893010998870607	0.00018960395734516494	-0.02223628922655152	0.59124961789654096
raw-covariance-spherical-candidate	3	5	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.6522240574	328657.32376344741	1.489390928677651	1.489390928677651	6535283.6522240574	328657.32376344741				
incremental-md-incl-az-candidate	3	5	False	0.025345472804071324	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4918182348198101	1.4918182348198101	0.0057363735155284623	5.1928413607386261	6535283.6522240574	328657.32376344741	1.489390928677651	1.489390928677651	6535283.6522240574	328657.32376344741	0.00015034469394032269	-4.2252882170770029E-05	-0.025152824841168098	0.61508073598793356
raw-covariance-spherical-candidate	3	6	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.8175597182	328656.84334525577	1.4855337056082916	1.4855337056082916	6535283.8175597182	328656.84334525577				
incremental-md-incl-az-candidate	3	6	False	0.0070273835432453731	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4944324764366925	1.4944324764366925	0.025853731710361622	5.0767597973484655	6535283.8175597182	328656.84334525577	1.4855337056082916	1.4855337056082916	6535283.8175597182	328656.84334525577	0.00040804133776448928	0.00037475213665247309	-0.0062445396801891206	1.0784779368040169
raw-covariance-spherical-candidate	3	7	False		0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456					6535283.5181443663	328657.21604490321	1.4896680452443105	1.4896680452443105	6535283.5181443663	328657.21604490321				
incremental-md-incl-az-candidate	3	7	False	0.022245991936557206	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4922941937566634	1.4922941937566634	0.0097359573772041724	4.4344867624174373	6535283.5181443663	328657.21604490321	1.4896680452443105	1.4896680452443105	6535283.5181443663	328657.21604490321	0.00027764264147999736	0.00017912037677102893	-0.021789178531328446	0.60302674480455043
incremental-md-incl-az-candidate-selected	3	3	True	0.0054885603955327827	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4939565190701956	1.4939565190701956	0.024628022972206037	5.343711400917905	6535283.9516394092	328656.95106379996	1.485256589041632	1.485256589041632	6535283.9516394092	328656.95106379996	0.00033471177871779989	0.00031276223095635936	-0.00484103599740493	1.0838716122284673
incremental-md-incl-az-selected	3		True	0.0054885603955327827	0.78000000000000114	0.0069813170079773184	-1.6598081186466074	6535283.7301409766	328657.08763614704	0.77543092631804456	1.4939565190701956	1.4939565190701956	0.024628022972206037	5.343711400917905	6535283.9516394092	328656.95106379996	1.485256589041632	1.485256589041632	6535283.9516394092	328656.95106379996	0.00033471177871779989	0.00031276223095635936	-0.00484103599740493	1.0838716122284673
raw-covariance-spherical-candidate	4	0	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.668459597	328656.76581856731	49.67333522488768	49.67333522488768	6535283.668459597	328656.76581856731				
incremental-md-incl-az-candidate	4	0	False	0.010666315397043762	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	49.688635559512861	49.688635559512861	0.028977839850944268	2.7072241410172198	6535283.668459597	328656.76581856731	49.67333522488768	49.67333522488768	6535283.668459597	328656.76581856731	0.0010772320722865429	0.0010484252761150392	-0.0085406098593754365	1.4222598540777596
raw-covariance-spherical-candidate	4	1	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.531471326	328657.49092142499	49.676320586905419	49.676320586905419	6535283.531471326	328657.49092142499				
incremental-md-incl-az-candidate	4	1	False	0.0033761772835696905	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	49.701982156111931	49.701982156111931	0.05301115746252711	2.2182005462272447	6535283.531471326	328657.49092142499	49.676320586905419	49.676320586905419	6535283.531471326	328657.49092142499	0.0016104580991820351	0.0016104370941072421	-0.00015523389436111756	1.7679677117717243
raw-covariance-spherical-candidate	4	2	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.4076653356	328656.7165467153	49.673806114579889	49.673806114579889	6535283.4076653356	328656.7165467153				
incremental-md-incl-az-candidate	4	2	False	0.010718535969974161	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	49.693314343627371	49.693314343627371	0.038472509102643437	2.8745217918821022	6535283.4076653356	328656.7165467153	49.673806114579889	49.673806114579889	6535283.4076653356	328656.7165467153	0.0012394835087537982	0.0011978588165033333	-0.0082811454525266726	1.6762448524697711
raw-covariance-spherical-candidate	4	3	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.6739428202	328656.75780415133	51.871532044848507	51.871532044848507	6535283.6739428202	328656.75780415133				
incremental-md-incl-az-candidate	4	3	False	0.010194970406976539	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.886905249499598	51.886905249499598	0.028324422790711498	2.6958240618411331	6535283.6739428202	328656.75780415133	51.871532044848507	51.871532044848507	6535283.6739428202	328656.75780415133	0.001019097229328432	0.0009923943337604435	-0.0081834284564763493	1.4221979152778275
raw-covariance-spherical-candidate	4	4	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.2706770645	328657.44164957298	49.676791476597629	49.676791476597629	6535283.2706770645	328657.44164957298				
incremental-md-incl-az-candidate	4	4	False	0.0050443313615969633	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	49.706660986895493	49.706660986895493	0.05874026719029201	2.3868920428825855	6535283.2706770645	328657.44164957298	49.676791476597629	49.676791476597629	6535283.2706770645	328657.44164957298	0.00172303717517566	0.0017204725096732487	-0.0016007734779055482	1.9231475593965421
raw-covariance-spherical-candidate	4	5	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.5369545491	328657.48290700902	51.874517406866246	51.874517406866246	6535283.5369545491	328657.48290700902				
incremental-md-incl-az-candidate	4	5	False	0.0031694257795303257	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.899864796795164	51.899864796795164	0.051388056768874847	2.2182196524099727	6535283.5369545491	328657.48290700902	51.874517406866246	51.874517406866246	6535283.5369545491	328657.48290700902	0.0015080359368397228	0.0015080153720599399	-0.00015332407685697547	1.7582755951371258
raw-covariance-spherical-candidate	4	6	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.4131485587	328656.70853229932	51.872002934540717	51.872002934540717	6535283.4131485587	328656.70853229932				
incremental-md-incl-az-candidate	4	6	False	0.010336036108857671	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.891413958609462	51.891413958609462	0.037343180484721794	2.8632833286177846	6535283.4131485587	328656.70853229932	51.872002934540717	51.872002934540717	6535283.4131485587	328656.70853229932	0.0011659415084127112	0.0011266059004803874	-0.0080434383097571782	1.674459391353476
raw-covariance-spherical-candidate	4	7	False		50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068					6535283.2761602877	328657.43363515701	51.874988296558456	51.874988296558456	6535283.2761602877	328657.43363515701				
incremental-md-incl-az-candidate	4	7	False	0.0047835700419325902	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.904373573020088	51.904373573020088	0.05685790609223125	2.3848757854236426	6535283.2761602877	328657.43363515701	51.874988296558456	51.874988296558456	6535283.2761602877	328657.43363515701	0.001610761156211931	0.0016083058339062817	-0.0015644526552449634	1.914020489377783
incremental-md-incl-az-candidate-selected	4	5	True	0.0031694257795303257	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.899864796795164	51.899864796795164	0.051388056768874847	2.2182196524099727	6535283.5369545491	328657.48290700902	51.874517406866246	51.874517406866246	6535283.5369545491	328657.48290700902	0.0015080359368397228	0.0015080153720599399	-0.00015332407685697547	1.7582755951371258
incremental-md-incl-az-selected	4		True	0.0031694257795303257	50.780000000000001	0.012217304763960306	2.4870941840919194	6535283.4723099424	328657.09972686216	50.774161760723068	51.899864796795164	51.899864796795164	0.051388056768874847	2.2182196524099727	6535283.5369545491	328657.48290700902	51.874517406866246	51.874517406866246	6535283.5369545491	328657.48290700902	0.0015080359368397228	0.0015080153720599399	-0.00015332407685697547	1.7582755951371258
raw-covariance-spherical-candidate	5	0	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.7189300777	328658.06686079717	99.284095040719023	99.284095040719023	6535283.7189300777	328658.06686079717				
incremental-md-incl-az-candidate	5	0	False	0.016634452415135784	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	99.329475075256823	99.329475075256823	0.041982339504232448	5.8826689780791401	6535283.7189300777	328658.06686079717	99.284095040719023	99.284095040719023	6535283.7189300777	328658.06686079717	0.0019023988274065027	0.0018236261080273319	-0.012908380066178893	2.3699267372996764
raw-covariance-spherical-candidate	5	1	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535282.9302201802	328657.45568941854	99.285379705087792	99.285379705087792	6535282.9302201802	328657.45568941854				
incremental-md-incl-az-candidate	5	1	False	0.016434305389453095	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	99.330888502873336	99.330888502873336	0.042477342508736138	4.8402290159982897	6535282.9302201802	328657.45568941854	99.285379705087792	99.285379705087792	6535282.9302201802	328657.45568941854	0.0019131755538987359	0.0018357746922027796	0.012685307728599327	2.3656201363137184
raw-covariance-spherical-candidate	5	2	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.9387485879	328657.78318667418	99.283728944152102	99.283728944152102	6535283.9387485879	328657.78318667418				
incremental-md-incl-az-candidate	5	2	False	0.011795081295861059	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	99.333535876742602	99.333535876742602	0.055680359664774561	5.7492647834555761	6535283.9387485879	328657.78318667418	99.283728944152102	99.283728944152102	6535283.9387485879	328657.78318667418	0.0022146085750121658	0.0021759338260964045	-0.0074044914828874653	2.2598793499592427
raw-covariance-spherical-candidate	5	3	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.7238122569	328658.06680808036	102.25639207973663	102.25639207973663	6535283.7238122569	328658.06680808036				
incremental-md-incl-az-candidate	5	3	False	0.014872259133721812	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30284446246566	102.30284446246566	0.042335680900263316	5.8486422138660012	6535283.7238122569	328658.06680808036	102.25639207973663	102.25639207973663	6535283.7238122569	328658.06680808036	0.0018047338801993589	0.0017398916750517579	-0.011327583192866086	2.3713467688799748
raw-covariance-spherical-candidate	5	4	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.1500386903	328657.17201529554	99.28501360852087	99.28501360852087	6535283.1500386903	328657.17201529554				
incremental-md-incl-az-candidate	5	4	False	0.011636678009328077	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	99.334949414868419	99.334949414868419	0.056054407111409764	4.9775436262939419	6535283.1500386903	328657.17201529554	99.28501360852087	99.28501360852087	6535283.1500386903	328657.17201529554	0.0022238486542341595	0.0021866882586672742	0.0072260936833323797	2.2546197694047505
raw-covariance-spherical-candidate	5	5	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535282.9351023594	328657.45563670172	102.2576767441054	102.2576767441054	6535282.9351023594	328657.45563670172				
incremental-md-incl-az-candidate	5	5	False	0.014612826565258643	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30416119944019	102.30416119944019	0.042663206941279563	4.880014354854243	6535282.9351023594	328657.45563670172	102.2576767441054	102.2576767441054	6535282.9351023594	328657.45563670172	0.001812955299582355	0.0017506369583954184	0.011049183920519567	2.3607452856331799
raw-covariance-spherical-candidate	5	6	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.9436307671	328657.78313395736	102.25602598316971	102.25602598316971	6535283.9436307671	328657.78313395736				
incremental-md-incl-az-candidate	5	6	False	0.010810038858460252	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30703573384946	102.30703573384946	0.055377862205655132	5.7302260698857381	6535283.9436307671	328657.78313395736	102.25602598316971	102.25602598316971	6535283.9436307671	328657.78313395736	0.002081876866445574	0.0020487886597260474	-0.0066793229482442484	2.2637672040945205
raw-covariance-spherical-candidate	5	7	False		100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875					6535283.1549208695	328657.17196257872	102.25731064753847	102.25731064753847	6535283.1549208695	328657.17196257872				
incremental-md-incl-az-candidate	5	7	False	0.010593321851788974	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30835256230506	102.30835256230506	0.055628540794325727	5.0012216148598574	6535283.1549208695	328657.17196257872	102.25731064753847	102.25731064753847	6535283.1549208695	328657.17196257872	0.0020889889199537069	0.0020580125803693061	0.0064462699662648504	2.2508567266350989
incremental-md-incl-az-candidate-selected	5	7	True	0.010593321851788974	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30835256230506	102.30835256230506	0.055628540794325727	5.0012216148598574	6535283.1549208695	328657.17196257872	102.25731064753847	102.25731064753847	6535283.1549208695	328657.17196257872	0.0020889889199537069	0.0020580125803693061	0.0064462699662648504	2.2508567266350989
incremental-md-incl-az-selected	5		True	0.010593321851788974	100.78	0.015707963267948967	1.0157816246606999	6535283.4369254736	328657.61941168795	100.77070284412875	102.30835256230506	102.30835256230506	0.055628540794325727	5.0012216148598574	6535283.1549208695	328657.17196257872	102.25731064753847	102.25731064753847	6535283.1549208695	328657.17196257872	0.0020889889199537069	0.0020580125803693061	0.0064462699662648504	2.2508567266350989
raw-covariance-spherical-candidate	6	0	False		150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805					6535283.6780270739	328657.38232342253	148.89567425970478	148.89567425970478	6535283.6780270739	328657.38232342253				
incremental-md-incl-az-candidate	6	0	False	0.012244691793009646	150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805	148.97630125478673	148.97630125478673	0.062686922521293861	1.465946742239431	6535283.6780270739	328657.38232342253	148.89567425970478	148.89567425970478	6535283.6780270739	328657.38232342253	0.0024864411769978424	0.0024438555365144388	0.0073143484377258261	2.8146756564621347
raw-covariance-spherical-candidate	6	1	False		150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805					6535283.53504143	328658.63182919921	148.89396452775043	148.89396452775043	6535283.53504143	328658.63182919921				
incremental-md-incl-az-candidate	6	1	False	0.010238862657299119	150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805	149.02558565377893	149.02558565377893	0.11590428869201735	1.567360157628743	6535283.53504143	328658.63182919921	148.89396452775043	148.89396452775043	6535283.53504143	328658.63182919921	0.0036373769362617382	0.003621009867502134	0.002980429192489531	3.759399795340153
raw-covariance-spherical-candidate	6	2	False		150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805					6535283.2286274051	328657.33089771081	148.89624589557371	148.89624589557371	6535283.2286274051	328657.33089771081				
incremental-md-incl-az-candidate	6	2	False	0.0065837207270921716	150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805	148.97422733186011	148.97422733186011	0.061462619429056314	1.7787487930616872	6535283.2286274051	328657.33089771081	148.89624589557371	148.89624589557371	6535283.2286274051	328657.33089771081	0.0025070909434942801	0.0025052323585773861	0.0015713507857562092	2.4260509891126296
raw-covariance-spherical-candidate	6	3	False		150.78	0.010471975511965976	3.0229102644541785	6535283.3838968202	328657.98416262225	150.7683121036805					6535283.6821518792	328657.38792175701	152.64208804374164	152.64208804374164	6535283.6821518792	328657.38792175701				
